location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,4,107.0,9,9,75000.0,700.9345794392524
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,5,130.0,2,5,130000.0,1000.0
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,59.0,2,5,41000.0,694.9152542372881
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,3,65.0,3,4,62000.0,953.8461538461538
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,3,75.0,12,16,48000.0,640.0
"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Uchtepa,3,65.0,1,4,46900.0,721.5384615384615
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,3,65.0,1,4,61000.0,938.4615384615385
"город Ташкент, Чиланзарский район, Чиланзар квартал Г9",Chilonzor,3,110.0,6,9,83500.0,759.0909090909091
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,3,68.0,4,4,38000.0,558.8235294117648
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,65.0,1,4,51000.0,784.6153846153846
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,2,48.0,1,4,41000.0,854.1666666666666
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,47.0,1,4,43000.0,914.8936170212766
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,48.0,2,5,34000.0,708.3333333333334
"город Ташкент, Чиланзарский район, Чапаната",Chilonzor,2,45.0,4,4,37000.0,822.2222222222222
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,42.0,4,4,30300.0,721.4285714285714
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,42.0,4,4,33500.0,797.6190476190476
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,38.0,4,4,32500.0,855.2631578947369
"город Ташкент, Чиланзарский район, Бешёгоч",Chilonzor,2,74.0,6,9,53000.0,716.2162162162163
"город Ташкент, Учтепинский район, Гулистон",Uchtepa,4,92.0,8,9,50500.0,548.9130434782609
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,4,90.0,6,9,50000.0,555.5555555555555
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,4,90.0,3,5,60000.0,666.6666666666666
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,4,97.0,1,9,81500.0,840.2061855670103
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Uchtepa,3,63.0,1,4,60000.0,952.3809523809524
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,3,80.0,5,9,68000.0,850.0
"город Ташкент, Шайхантахурский район, Камолон",Shayxontohur,3,75.0,8,9,55000.0,733.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Chilonzor,3,61.0,3,9,64000.0,1049.1803278688524
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,3,68.0,3,4,53000.0,779.4117647058823
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,3,70.0,1,4,68000.0,971.4285714285714
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,92.0,2,5,79000.0,858.695652173913
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,3,70.0,4,4,44000.0,628.5714285714286
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,3,75.0,4,9,48000.0,640.0
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,3,60.0,1,4,52500.0,875.0
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Chilonzor,3,75.0,2,9,76000.0,1013.3333333333334
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,3,70.0,3,5,51000.0,728.5714285714286
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Mirzo-Ulugʻbek,2,55.0,2,3,58000.0,1054.5454545454545
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Mirzo-Ulugʻbek,2,100.0,4,9,100000.0,1000.0
"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",Mirzo-Ulugʻbek,3,55.0,5,5,58000.0,1054.5454545454545
"город Ташкент, Мирзо-Улугбекский район, 5-й проезд Олмачи",Mirzo-Ulugʻbek,1,28.0,5,5,29000.0,1035.7142857142858
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Uchtepa,2,48.0,2,4,32000.0,666.6666666666666
"город Ташкент, Яшнободский район, Паркент",Yashnobod,3,50.0,3,4,36000.0,720.0
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,121.0,9,10,99000.0,818.1818181818181
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Chilonzor,3,68.0,4,4,35900.0,527.9411764705883
"город Ташкент, Юнусабадский район, Кашгар",Yunusobod,2,46.0,2,4,47500.0,1032.608695652174
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,2,47.0,1,4,31500.0,670.2127659574468
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,62.0,5,5,33200.0,535.483870967742
"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Mirzo-Ulugʻbek,2,58.0,3,5,34000.0,586.2068965517242
"город Ташкент, Олмазорский район, Шифокорлар Шахарчаси",Olmazor,1,42.0,2,4,24000.0,571.4285714285714
"город Ташкент, Мирабадский район, Янгизамон",Mirabad,3,65.0,1,2,48000.0,738.4615384615385
"город Ташкент, Шайхантахурский район, Ибн Сина-2",Shayxontohur,4,92.0,2,5,88000.0,956.5217391304348
"город Ташкент, Чиланзарский район, Лутфи",Chilonzor,3,76.0,3,9,63000.0,828.9473684210526
"город Ташкент, Яккасарайский район, Бабура",Yakkasaroy,3,70.0,1,4,72000.0,1028.5714285714287
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,44.0,4,5,35500.0,806.8181818181819
"город Ташкент, Яккасарайский район, Нукус",Yakkasaroy,4,120.0,1,4,135000.0,1125.0
"город Ташкент, Яшнободский район, Дархон",Yashnobod,4,100.0,3,5,150000.0,1500.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,3,80.0,4,5,56000.0,700.0
"город Ташкент, Юнусабадский район, Минор",Yunusobod,6,252.0,1,8,285000.0,1130.952380952381
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,39.0,2,5,26700.0,684.6153846153846
"город Ташкент, Мирзо-Улугбекский район, Шахрисабз",Mirzo-Ulugʻbek,3,80.0,3,4,115000.0,1437.5
"город Ташкент, Юнусабадский район, Кашкар",Yunusobod,3,92.0,3,4,95000.0,1032.608695652174
"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Mirzo-Ulugʻbek,3,83.0,5,8,90000.0,1084.3373493975903
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,64.0,1,5,42000.0,656.25
"город Ташкент, Чиланзарский район, Чиланзар-8",Chilonzor,2,60.0,4,5,37000.0,616.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,50.0,3,4,30500.0,610.0
"город Ташкент, Чиланзарский район, Чиланзар-7",Chilonzor,2,60.0,2,5,39500.0,658.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,60.0,3,4,36000.0,600.0
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,50.0,1,5,35500.0,710.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,42.0,4,5,25500.0,607.1428571428571
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,1,35.0,2,5,29000.0,828.5714285714286
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,36.0,4,4,23000.0,638.8888888888889
"город Ташкент, Чиланзарский район, Чиланзар-9",Chilonzor,1,42.0,2,4,28500.0,678.5714285714286
"город Ташкент, Шайхантахурский район, Sebzor Toshkent milliy taomlari",Shayxontohur,2,60.0,2,4,35000.0,583.3333333333334
"город Ташкент, Учтепинский район, Uchtepa 25",Uchtepa,3,65.0,3,5,33000.0,507.6923076923077
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,4,100.0,3,4,56000.0,560.0
"город Ташкент, Мирабадский район, Госпитальный",Mirabad,3,76.0,1,4,110000.0,1447.3684210526317
"город Ташкент, Чиланзарский район, Катта козиробод",Chilonzor,3,67.0,4,4,46000.0,686.5671641791045
"город Ташкент, Яшнободский район, Мошинасозлар- Ташсельмаш",Yashnobod,3,70.0,2,4,42000.0,600.0
"город Ташкент, Мирабадский район, 1-й Нукусский проезд",Mirabad,4,135.0,2,4,167000.0,1237.037037037037
"город Ташкент, Чиланзарский район, Наккошлык",Chilonzor,4,84.0,3,4,62000.0,738.0952380952381
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,79.0,3,4,50000.0,632.9113924050633
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,2,40.0,1,4,33000.0,825.0
"город Ташкент, Юнусабадский район, Буюк Турон",Yunusobod,3,80.0,1,4,125000.0,1562.5
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,3,60.0,5,5,39000.0,650.0
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,3,80.0,5,5,40000.0,500.0
"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Chilonzor,2,50.0,3,5,36000.0,720.0
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,2,50.0,4,4,38000.0,760.0
"город Ташкент, Чиланзарский район, Катта козиробод",Chilonzor,3,68.0,4,5,43500.0,639.7058823529412
"город Ташкент, Яшнободский район, Султанали Машхади",Yashnobod,3,70.0,2,5,48000.0,685.7142857142857
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,1,32.0,4,4,24700.0,771.875
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,3,75.0,1,9,60700.0,809.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,3,72.0,8,9,47500.0,659.7222222222222
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,3,78.0,1,5,68000.0,871.7948717948718
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,42.0,2,4,38500.0,916.6666666666666
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,3,70.0,5,5,44000.0,628.5714285714286
"город Ташкент, Чиланзарский район, Гулистан",Chilonzor,3,70.0,4,4,40000.0,571.4285714285714
"город Ташкент, Чиланзарский район, Гулистан",Chilonzor,5,110.0,3,5,78000.0,709.0909090909091
"город Ташкент, Чиланзарский район, проспект Бунёдкор",Chilonzor,4,146.0,3,9,67000.0,458.90410958904107
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,49.0,1,3,58500.0,1193.8775510204082
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,111.0,7,9,67000.0,603.6036036036036
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,4,84.0,5,5,57000.0,678.5714285714286
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,4,84.0,3,5,53500.0,636.9047619047619
"город Ташкент, Сергелийский район, Сергели-VII",Sergeli,3,58.0,5,7,42000.0,724.1379310344828
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,68.0,4,4,45000.0,661.7647058823529
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,1,42.0,1,4,25990.0,618.8095238095239
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,3,68.0,3,4,50000.0,735.2941176470588
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,2,60.0,2,9,55000.0,916.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Chilonzor,1,37.0,3,4,26000.0,702.7027027027027
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,3,65.0,1,4,44000.0,676.9230769230769
"город Ташкент, Чиланзарский район, 1-й проезд Лутфи",Chilonzor,2,60.0,7,9,44800.0,746.6666666666666
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,47.0,4,4,35500.0,755.3191489361702
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,1,45.0,6,8,41000.0,911.1111111111111
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Mirzo-Ulugʻbek,5,130.0,3,5,77000.0,592.3076923076923
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,2,45.0,5,5,30500.0,677.7777777777778
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,4,100.0,1,9,88000.0,880.0
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,3,80.0,4,5,72000.0,900.0
"город Ташкент, Учтепинский район, Такачи",Uchtepa,1,45.0,3,5,25000.0,555.5555555555555
"город Ташкент, Шайхантахурский район, Бирлик",Shayxontohur,4,98.0,1,9,97000.0,989.795918367347
"город Ташкент, Шайхантахурский район, Богкуча",Shayxontohur,4,128.0,4,5,140000.0,1093.75
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,3,70.0,4,4,45000.0,642.8571428571429
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,3,78.0,2,4,48000.0,615.3846153846154
"город Ташкент, Чиланзарский район, Сугалли-ота",Chilonzor,3,70.0,5,5,50000.0,714.2857142857143
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,2,42.0,3,5,32500.0,773.8095238095239
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,2,42.0,3,5,28000.0,666.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,2,62.0,8,9,36000.0,580.6451612903226
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,58.0,3,9,42000.0,724.1379310344828
"город Ташкент, Учтепинский район, Изза",Uchtepa,2,60.0,1,9,50000.0,833.3333333333334
"город Ташкент, Чиланзарский район, Алмазар",Chilonzor,2,75.0,6,9,75000.0,1000.0
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,1,42.0,3,4,28000.0,666.6666666666666
"город Ташкент, Шайхантахурский район, Самарканд Дарвоза",Shayxontohur,1,39.0,1,4,27200.0,697.4358974358975
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,2,50.0,2,4,43000.0,860.0
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Chilonzor,3,73.0,9,9,57000.0,780.8219178082192
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,2,52.0,1,5,28000.0,538.4615384615385
"город Ташкент, Юнусабадский район, Юнусабад-11",Yunusobod,2,60.0,3,4,36000.0,600.0
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,4,84.0,5,5,48000.0,571.4285714285714
"город Ташкент, Мирабадский район, Миробод",Mirabad,4,100.0,9,9,70000.0,700.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,64.0,1,5,42000.0,656.25
"город Ташкент, Мирабадский район, Нукусская",Mirabad,4,147.0,3,12,132000.0,897.9591836734694
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Yunusobod,4,95.0,4,4,60000.0,631.578947368421
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,2,40.0,4,5,30000.0,750.0
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,68.0,5,5,55000.0,808.8235294117648
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,3,70.0,3,4,72000.0,1028.5714285714287
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,42.0,2,5,29800.0,709.5238095238095
"город Ташкент, Учтепинский район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,42.0,4,5,28500.0,678.5714285714286
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,3,70.0,2,4,68000.0,971.4285714285714
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Uchtepa,2,47.0,3,4,33000.0,702.1276595744681
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,48.0,2,4,40500.0,843.75
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,45.0,1,4,38500.0,855.5555555555555
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,1,43.0,5,9,35000.0,813.953488372093
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,47.0,3,4,38000.0,808.5106382978723
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,3,65.0,1,4,45500.0,700.0
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Mirzo-Ulugʻbek,3,75.0,7,9,39500.0,526.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,1,35.0,3,4,36500.0,1042.857142857143
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,47.0,4,4,29500.0,627.6595744680851
"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Mirzo-Ulugʻbek,3,75.0,5,9,41500.0,553.3333333333334
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Yunusobod,4,98.0,3,5,80000.0,816.3265306122449
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,64.0,2,3,43500.0,679.6875
"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Chilonzor,3,70.0,4,4,45000.0,642.8571428571429
"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбека",Mirzo-Ulugʻbek,2,45.0,1,5,38000.0,844.4444444444445
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,3,98.0,9,9,45000.0,459.18367346938777
"город Ташкент, Олмазорский район, Каракамыш-2/3",Olmazor,2,28.52,1,4,30000.0,1051.8934081346424
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,2,42.0,4,5,29200.0,695.2380952380952
"город Ташкент, Мирабадский район, жилой комплекс Эльбек",Mirabad,4,200.0,4,5,125000.0,625.0
"город Ташкент, Олмазорский район, Зиёвуддина Бобохонова",Olmazor,2,75.0,4,9,41500.0,553.3333333333334
"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Mirzo-Ulugʻbek,3,67000.0,2,5,67000.0,1.0
"город Ташкент, Мирабадский район, Госпитальный",Mirabad,4,120.0,6,9,84000.0,700.0
"город Ташкент, Яккасарайский район, Конституция",Yakkasaroy,1,29.0,7,9,15682.0,540.7586206896551
"город Ташкент, Яшнободский район, 40-",Yashnobod,1,21.0,4,9,11500.0,547.6190476190476
"город Ташкент, Мирзо-Улугбекский район, Феруза,Северо Восток",Mirzo-Ulugʻbek,3,75.0,2,4,43000.0,573.3333333333334
"город Ташкент, Юнусабадский район, Киёт",Yunusobod,5,254.0,1,8,285000.0,1122.0472440944882
"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Mirzo-Ulugʻbek,3,94.0,2,5,67000.0,712.7659574468086
"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Yunusobod,2,51.0,9,9,37002.0,725.5294117647059
"город Ташкент, Мирзо-Улугбекский район, Элобод",Mirzo-Ulugʻbek,4,90.0,4,4,61000.0,677.7777777777778
"город Ташкент, Мирзо-Улугбекский район, Саёхат",Mirzo-Ulugʻbek,4,100.0,5,9,75000.0,750.0
"город Ташкент, Мирзо-Улугбекский район, Северо Восток,Феруза",Mirzo-Ulugʻbek,4,90.0,3,4,69999.0,777.7666666666667
"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Mirabad,3,100.0,3,4,127000.0,1270.0
"город Ташкент, Яккасарайский район, Конституция",Yakkasaroy,4,149.0,2,8,209000.0,1402.6845637583892
"город Ташкент, Яшнободский район, 1-й проезд Алимкент",Yashnobod,2,50.0,1,4,42000.0,840.0
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,70.0,4,5,41500.0,592.8571428571429
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Yunusobod,2,50.0,4,4,32000.0,640.0
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Mirzo-Ulugʻbek,1,38.0,4,4,26500.0,697.3684210526316
"город Ташкент, Яккасарайский район, Ракат",Yakkasaroy,2,60.0,4,4,45000.0,750.0
"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Yunusobod,2,60.0,3,5,47000.0,783.3333333333334
"город Ташкент, Мирабадский район, Истикбол",Mirabad,3,76.0,3,4,71000.0,934.2105263157895
"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Mirabad,3,75.0,6,9,60000.0,800.0
"город Ташкент, Яккасарайский район, Бабура",Yakkasaroy,6,145.0,1,9,142000.0,979.3103448275862
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Yunusobod,2,56.0,4,4,41000.0,732.1428571428571
"город Ташкент, Шайхантахурский район, 1-й проезд Лабзак",Shayxontohur,1,42.0,2,4,36500.0,869.047619047619
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,39.0,4,5,24500.0,628.2051282051282
"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Yunusobod,2,50.0,3,4,45000.0,900.0
"город Ташкент, Шайхантахурский район, Ориентир 1 Горбольница",Shayxontohur,5,120.0,3,4,75000.0,625.0
"город Ташкент, Юнусабадский район, Ифтихор",Yunusobod,2,50.0,2,3,32000.0,640.0
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Mirabad,3,63.0,2,4,66000.0,1047.6190476190477
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,3,80.0,6,9,48000.0,600.0
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Yunusobod,2,42.0,4,9,25000.0,595.2380952380952
"город Ташкент, Шайхантахурский район, Уйгур",Shayxontohur,3,95.0,6,9,78000.0,821.0526315789474
"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard Международный деловой центр Tashkent City",Shayxontohur,2,48.0,8,9,69000.0,1437.5
"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",Yunusobod,2,83.0,2,9,63000.0,759.0361445783133
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,3,100.0,3,4,71000.0,710.0
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Chilonzor,3,75.0,2,9,66000.0,880.0
"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Shayxontohur,4,125.0,3,9,210000.0,1680.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,4,105.0,6,9,60000.0,571.4285714285714
"город Ташкент, Чиланзарский район, Новза",Chilonzor,4,125.0,6,9,250000.0,2000.0
"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Uchtepa,2,52.0,5,5,35000.0,673.0769230769231
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,2,1.0,2,5,35000.0,35000.0
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,90.0,3,9,55000.0,611.1111111111111
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,100.0,9,9,52000.0,520.0
"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Chilonzor,5,100.0,2,4,68000.0,680.0
"город Ташкент, Сергелийский район, 1-й проезд 5-й улицы Куприк",Sergeli,2,41.0,4,7,32000.0,780.4878048780488
"город Ташкент, Мирабадский район, Госпитальный",Mirabad,4,104.0,8,9,94000.0,903.8461538461538
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Mirzo-Ulugʻbek,5,103.0,4,4,48000.0,466.0194174757282
"город Ташкент, Шайхантахурский район, Урда",Shayxontohur,2,31.0,3,3,40000.0,1290.3225806451612
"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Mirzo-Ulugʻbek,4,92.0,3,5,62000.0,673.9130434782609
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,52.0,1,5,53000.0,1019.2307692307693
"город Ташкент, Шайхантахурский район, Хадра",Shayxontohur,3,78.0,3,4,61000.0,782.0512820512821
"город Ташкент, Яккасарайский район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,4,135.0,7,7,85000.0,629.6296296296297
"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo-Ulugʻbek,2,53.0,1,4,70000.0,1320.754716981132
"город Ташкент, Мирабадский район, Саида Барака",Mirabad,3,75.0,2,4,85000.0,1133.3333333333333
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,1,38.0,1,5,27000.0,710.5263157894736
"город Ташкент, Мирабадский район, Тараса Шевченко",Mirabad,3,83.0,2,4,80000.0,963.855421686747
"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Mirabad,4,100.0,5,9,110000.0,1100.0
"город Ташкент, Чиланзарский район, Чиланзар-17",Chilonzor,3,67.0,4,4,34500.0,514.9253731343283
"город Ташкент, Чиланзарский район, 1-й проезд А. Тукая",Chilonzor,3,68.0,2,4,46500.0,683.8235294117648
"город Ташкент, Учтепинский район",Uchtepa,3,70.0,3,4,40500.0,578.5714285714286
"город Ташкент, Учтепинский район, Чиланзар-26",Uchtepa,2,56.0,2,5,36500.0,651.7857142857143
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,50.0,4,4,33000.0,660.0
"город Ташкент, Чиланзарский район, Чиланзар-19",Chilonzor,2,50.0,1,5,35000.0,700.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,54.0,2,4,36500.0,675.925925925926
"город Ташкент, Чиланзарский район, Чиланзар. Евро-люкс",Chilonzor,2,60.0,3,4,39000.0,650.0
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,50.0,4,5,36500.0,730.0
"город Ташкент, Чиланзарский район, Чиланзар-10",Chilonzor,1,36.0,3,4,25000.0,694.4444444444445
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,45.0,3,5,28500.0,633.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,42.0,2,5,27500.0,654.7619047619048
"город Ташкент, Чиланзарский район, Чиланзар-16",Chilonzor,1,36.0,4,4,24500.0,680.5555555555555
"город Ташкент, Мирабадский район, Буюк Турон",Mirabad,4,120.0,13,16,66000.0,550.0
"город Ташкент, Яккасарайский район, Дамарик",Yakkasaroy,2,118.0,7,8,90000.0,762.7118644067797
"город Ташкент, Мирзо-Улугбекский район, Хумоюн",Mirzo-Ulugʻbek,4,96.0,7,9,48000.0,500.0
"город Ташкент, Мирабадский район, Мирабад",Mirabad,4,175.0,3,12,145000.0,828.5714285714286
"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Mirzo-Ulugʻbek,2,73.0,7,8,42000.0,575.3424657534247
"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Mirzo-Ulugʻbek,1,35.0,1,4,28000.0,800.0
